,endTime,artistName,trackName,msPlayed
758,2023-10-08 15:09,Thaman S,"Hungry Cheetah (From ""They Call Him OG"")",119052
759,2023-10-08 15:11,Thaman S,"Hungry Cheetah (From ""They Call Him OG"")",119052
760,2023-10-08 15:23,Thaman S,"Hungry Cheetah (From ""They Call Him OG"")",102381
761,2023-10-09 03:32,Anirudh Ravichander,"Naa Ready (From ""Leo"")",248181
762,2023-10-09 03:52,Anirudh Ravichander,"Naa Ready (From ""Leo"")",189678
763,2023-10-09 04:26,Anirudh Ravichander,"Naa Ready (From ""Leo"")",58688
764,2023-10-09 04:28,Anirudh Ravichander,"Naa Ready (From ""Leo"")",98281
765,2023-10-09 04:38,Anirudh Ravichander,"Naa Ready (From ""Leo"")",3352
766,2023-10-10 09:37,Shaan,Tere Naina Maar Hi Daalenge,210001
767,2023-10-10 09:56,Shaan,Tere Naina Maar Hi Daalenge,40669
768,2023-10-10 10:00,Salman Khan,Jumme Ki Raat (Remix By Kiran Kamath),19740
769,2023-10-10 10:15,Salman Khan,Jumme Ki Raat (Remix By Kiran Kamath),8774
770,2023-10-10 12:22,Salman Khan,Jumme Ki Raat (Remix By Kiran Kamath),21835
771,2023-10-10 12:23,S. P. Balasubrahmanyam,Adiye Manam Nilluna,40390
772,2023-10-10 12:34,Malaysia Vasudevan,Panju Mittai..,90009
773,2023-10-10 12:35,Malaysia Vasudevan,Panju Mittai..,2585
774,2023-10-10 12:47,Malaysia Vasudevan,Panju Mittai..,6160
775,2023-10-11 04:25,G. V. Prakash,"Adharadha - From ""Mark Antony""",0
776,2023-10-11 04:26,G. V. Prakash,"I Love You Di - From ""Mark Antony""",2089
777,2023-10-11 04:26,S. P. Balasubrahmanyam,Varudhu Varudhu Ada Vilagu,2390
778,2023-10-11 04:26,S. P. Balasubrahmanyam,Adiye Manam Nilluna,1913
779,2023-10-11 04:26,G. V. Prakash,"Amma Ennum Mandhiramey - From ""Mark Antony""",2456
780,2023-10-11 04:26,Karthik Mano,Cadbury Penne,6597
781,2023-12-03 10:06,Karthik,Oru Maalai,62279
782,2023-12-04 11:14,Karthik,Oru Maalai,118413
783,2023-12-04 11:15,Karthik,Oru Maalai,17674
784,2023-12-04 11:15,Unknown Artist,Unknown Track,17781
785,2023-12-04 11:15,Yuvan Shankar Raja,Machi Open the Bottle,1422
786,2023-12-04 11:15,Unknown Artist,Unknown Track,24575
787,2023-12-04 11:15,Unknown Artist,Unknown Track,0
788,2023-12-04 11:16,Shreya Ghoshal,Jab Saiyaan,986
789,2023-12-04 11:16,Unknown Artist,Unknown Track,3112
790,2023-12-04 11:16,Unknown Artist,Unknown Track,0
791,2023-12-04 11:16,Unknown Artist,Unknown Track,23915
792,2023-12-04 11:16,Anirudh Ravichander,Jawan Title Track,1169
793,2023-12-04 11:16,Unknown Artist,Unknown Track,3282
794,2023-12-04 11:16,Alice Merton,No Roots,1894
795,2023-12-04 11:34,Harris Jayaraj,Ava Enna,191040
796,2023-12-04 12:39,Harris Jayaraj,"His Name is John (From ""Dhruva Natchathiram"")",203
797,2023-12-04 12:39,Harris Jayaraj,Ava Enna,30680
798,2023-12-04 12:43,Harris Jayaraj,His Name is John,229247
799,2023-12-04 13:02,Harris Jayaraj,His Name is John,199092
800,2023-12-05 04:13,Karthik,Oru Maalai,147567
801,2023-12-05 04:14,Karthik,Oru Maalai,1002
802,2023-12-05 04:14,Unknown Artist,Unknown Track,5967
803,2023-12-05 04:14,Unknown Artist,Unknown Track,5393
804,2023-12-05 04:14,Anirudh Ravichander,Jawan Title Track,1231
805,2023-12-05 04:14,Chandralekha Annupamaa,Rahathulla,2703
806,2023-12-05 04:15,Karthik,Oru Maalai,3616
807,2023-12-05 04:15,Shreya Ghoshal,Jab Saiyaan,32
808,2023-12-05 04:15,Yuvan Shankar Raja,Machi Open the Bottle,494
809,2023-12-05 04:15,Unknown Artist,Unknown Track,0
810,2023-12-05 04:15,Unknown Artist,Unknown Track,1029
811,2023-12-05 04:15,Unknown Artist,Unknown Track,6404
812,2023-12-05 04:15,Alice Merton,No Roots,1651
813,2023-12-05 04:37,Karthik,Oru Maalai,354240
814,2023-12-05 04:38,Karthik,Oru Maalai,41512
815,2023-12-05 04:38,Anirudh Ravichander,"Badass (From ""Leo"")",12283
816,2023-12-05 04:53,Santhosh Narayanan,Ding Dong,403088
817,2023-12-05 04:54,Santhosh Narayanan,Maamadura,90935
818,2023-12-05 04:58,Santhosh Narayanan,Ding Dong,234209
819,2023-12-05 05:02,Santhosh Narayanan,Ding Dong,234209
